Barcodes	Graph-based clusters	Total count	Total expressed feature	Cluster	Sample ID	Cell type	Diagnosis	Plate	Sample pathology	BioTuring - Anatomy	BioTuring - Cell type	Graph-based clusters (Fibroblast)	Cell class	Graph-based clusters (Monocyte)	Graph-based clusters (T cell)	Graph-based clusters (B cell)
S034_L8Q3_J09	Cluster 1	15027.1065	1768	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_J11	Cluster 1	15320.867	1826	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_J13	Cluster 1	11289.4061	1268	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_J15	Cluster 1	17960.173	2214	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_J17	Cluster 1	13589.2084	1541	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_J19	Cluster 1	12966.2708	1467	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S034_L8Q3_J21	Cluster 1	20066.966	2554	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S034_L8Q3_J23	Cluster 1	14514.454	1765	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_L01	Cluster 1	15702.2627	1887	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_L05	Cluster 1	15305.3477	1832	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_L07	Cluster 1	11220.8465	1292	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_L09	Cluster 1	12654.7348	1403	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_L15	Cluster 1	12875.8014	1479	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_L17	Cluster 1	11714.2473	1321	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_L19	Cluster 1	15053.4369	1773	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_L21	Cluster 1	14757.8842	1753	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_L23	Cluster 1	16077.498	1939	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_N01	Cluster 1	16582.8574	2035	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_N03	Cluster 1	14232.965	1650	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_N05	Cluster 1	15719.1467	1901	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_N07	Cluster 1	15569.7822	1859	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_N09	Cluster 1	10166.6326	1121	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_N13	Cluster 1	15215.1605	1786	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q3_N15	Cluster 1	10528.6898	1155	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_N17	Cluster 1	9663.8311	1062	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_N19	Cluster 1	13513.1496	1590	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q3_N21	Cluster 1	12630.167	1441	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_N23	Cluster 1	12329.7158	1371	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q3_P11	Cluster 10	13541.939	1553	SC-T1	300-2590	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 4	Unassigned
S034_L8Q3_P15	Cluster 10	14777.7268	1741	SC-T1	300-2590	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 4	Unassigned
S034_L8Q3_P19	Cluster 10	12082.4938	1358	SC-T1	300-2590	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 2	Unassigned
S034_L8Q4_B02	Cluster 3	11172.3568	1232	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S034_L8Q4_B04	Cluster 3	12585.3765	1426	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 2	Unassigned
S034_L8Q4_B08	Cluster 3	10958.1977	1194	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S034_L8Q4_B12	Cluster 3	11216.8298	1228	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S034_L8Q4_B14	Cluster 3	11198.9201	1256	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S034_L8Q4_B16	Cluster 3	13298.3943	1517	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 7	Unassigned
S034_L8Q4_B22	Cluster 3	16150.4424	1902	SC-T1	300-0213	T cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 2	Unassigned
S034_L8Q4_D02	Cluster 6	20699.6183	2653	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D04	Cluster 8	25626.8678	3548	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D06	Cluster 6	20666.2201	2664	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D08	Cluster 6	27178.1682	3840	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D10	Cluster 6	16517.702	2017	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D12	Cluster 6	14635.124	1716	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 13	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D14	Cluster 8	18410.4051	2364	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D16	Cluster 6	27879.775	3964	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D18	Cluster 8	23575.5131	3200	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D20	Cluster 8	28353.6256	4055	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D22	Cluster 8	25922.7639	3653	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_D24	Cluster 4	22219.5278	2972	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 15	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F02	Cluster 6	24088.8313	3313	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F04	Cluster 8	25441.3873	3493	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F08	Cluster 4	20577.5545	2671	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 1	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F10	Cluster 8	29270.6576	4215	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F12	Cluster 8	21530.5898	2877	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F16	Cluster 8	25408.488	3550	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F18	Cluster 8	32178.4865	4747	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F20	Cluster 6	23017.0917	3114	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F22	Cluster 6	20101.2627	2621	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_F24	Cluster 7	21187.3878	2729	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H10	Cluster 6	20578.3581	2632	SC-F1	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	CD34+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H12	Cluster 6	27416.6606	3829	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H14	Cluster 8	30487.5087	4439	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 2	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H16	Cluster 6	20776.2575	2664	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H18	Cluster 6	22367.0191	2953	SC-F3	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 4	DKK3+ sublining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H20	Cluster 8	28117.0544	4024	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_H22	Cluster 8	26070.498	3668	SC-F4	300-0213	Fibroblast	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	fibroblast [BTC000049]	Cluster 12	CD55+ lining fibroblast	Unassigned	Unassigned	Unassigned
S034_L8Q4_J02	Cluster 1	13795.7819	1576	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_J04	Cluster 1	9942.8987	1080	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_J06	Cluster 1	12605.7036	1482	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_J08	Cluster 1	13571.3423	1560	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_J12	Cluster 1	13361.2065	1556	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_J14	Cluster 1	12980.0298	1517	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q4_J16	Cluster 1	12436.3126	1459	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_J18	Cluster 1	12374.8753	1427	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_J20	Cluster 1	10336.7147	1142	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q4_J24	Cluster 1	10932.8369	1209	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_L02	Cluster 1	11661.0978	1290	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q4_L04	Cluster 1	15314.9454	1799	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_L06	Cluster 1	11108.6174	1215	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_L08	Cluster 1	10932.4203	1191	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_L10	Cluster 1	12138.1693	1370	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_L12	Cluster 1	13757.2724	1575	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_L16	Cluster 1	13315.2395	1532	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q4_L18	Cluster 1	10545.3768	1161	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_L22	Cluster 1	14414.1203	1690	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
S034_L8Q4_L24	Cluster 1	11805.8651	1317	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_N02	Cluster 1	9660.7632	1039	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_N04	Cluster 1	14421.7554	1691	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_N06	Cluster 1	12345.2869	1381	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_N08	Cluster 1	22063.9163	2883	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_N12	Cluster 1	16960.498	2063	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_N14	Cluster 1	14826.3568	1734	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_N16	Cluster 1	12412.5214	1389	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 8
S034_L8Q4_N18	Cluster 1	11666.4916	1316	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 3
S034_L8Q4_N20	Cluster 1	14218.0682	1671	SC-B2	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	memory B cell [BTC000207]	Unassigned	IGHG3+CD27+ memory B cell	Unassigned	Unassigned	Cluster 5
S034_L8Q4_N24	Cluster 1	14383.6652	1662	SC-B1	300-2590	B cell	Rheumatoid arthritis	S034	Rheumatoid arthritis	Synovial tissue [BTA000256]	naive B cell [BTC000209]	Unassigned	naïve IGHD+CD27– B cell	Unassigned	Unassigned	Cluster 1
